age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
32,6,9,4,8,4,4,1,60,39,0
27,4,12,2,4,0,4,1,55,39,0
22,4,13,4,12,3,4,0,15,39,0
44,4,9,0,14,1,4,1,68,39,0
34,4,9,5,8,1,4,0,40,39,0
28,4,9,4,7,1,4,0,40,39,0
40,4,14,2,10,5,4,0,24,39,1
45,4,10,2,14,0,4,1,55,39,0
17,4,6,4,8,3,4,1,15,39,0
53,6,8,2,3,0,4,1,45,39,0
58,4,12,2,3,0,4,1,40,39,1
55,6,9,4,3,3,4,1,35,39,0
44,2,11,4,3,1,4,1,44,39,0
40,6,9,2,3,0,4,1,30,39,0
58,6,14,2,4,0,4,1,50,39,0
38,4,9,2,3,0,4,1,40,39,1
62,4,5,4,9,1,2,0,22,39,0
31,4,11,2,3,0,4,1,38,39,0
31,4,7,2,3,0,4,1,40,26,0
30,4,9,4,4,1,4,1,45,39,0
37,4,9,0,1,4,4,0,40,26,0
38,2,9,4,3,1,4,1,40,2,0
58,2,8,2,5,0,4,1,40,39,0
30,4,13,2,4,0,4,1,50,39,1
28,4,11,4,10,1,4,0,40,39,0
46,4,10,0,4,4,4,0,70,39,0
34,4,13,4,13,1,4,0,40,39,0
39,5,10,0,3,1,4,1,99,39,0
61,5,10,6,12,1,4,0,20,39,0
30,6,11,0,7,1,4,0,40,39,0
31,4,9,5,8,1,4,0,40,39,0
21,4,9,4,1,3,4,1,40,39,0
50,4,9,2,7,0,4,1,58,39,0
47,4,9,4,1,1,4,1,33,39,0
20,4,9,4,6,3,4,1,40,39,0
23,4,13,4,8,3,4,0,30,39,0
46,4,2,5,8,1,4,0,40,26,0
20,4,9,4,6,3,4,1,45,39,0
33,4,13,2,12,0,4,1,50,39,1
30,4,10,4,1,4,4,0,30,39,0
43,2,10,0,11,4,4,0,40,39,0
23,4,10,4,6,3,4,1,60,39,0
34,4,13,2,4,0,4,1,50,0,1
25,4,10,4,1,1,4,1,40,39,0
50,4,9,2,10,5,4,0,40,39,1
44,4,14,2,4,5,4,0,24,39,1
26,4,10,0,10,1,4,0,40,39,0
35,4,16,4,10,1,4,0,80,39,1
48,6,9,0,10,1,4,1,15,39,0
26,4,9,4,7,1,2,1,40,39,0
41,2,14,0,10,4,4,0,40,39,0
25,4,13,4,8,3,4,1,40,39,0
33,4,11,4,10,4,4,0,55,39,0
24,4,13,2,4,5,4,0,40,39,0
31,4,13,3,1,1,4,0,40,39,0
24,2,12,4,10,3,4,0,2,39,0
41,4,5,4,9,4,4,0,40,4,0
38,2,10,2,3,0,4,1,45,39,0
19,4,9,4,3,1,4,1,40,39,0
19,4,9,4,1,3,4,1,40,39,0
24,4,9,4,8,1,4,1,40,39,0
59,0,13,2,0,0,4,1,40,39,0
67,4,14,3,4,1,4,1,55,39,1
49,4,6,0,7,1,2,1,40,39,0
35,4,11,2,13,0,4,1,40,39,1
44,4,10,2,4,0,4,1,45,39,1
58,0,10,2,0,0,4,1,40,39,1
22,4,12,4,11,3,4,1,60,39,0
21,7,10,4,4,3,4,1,10,39,0
50,4,10,2,6,0,4,1,50,39,0
44,2,12,2,10,0,4,1,48,39,0
36,2,10,2,1,0,0,1,40,39,0
30,1,10,2,1,0,4,1,48,5,1
52,4,9,2,12,0,4,1,40,39,1
35,6,9,2,3,0,4,1,90,39,0
48,2,11,4,11,4,4,1,48,39,0
23,4,9,2,12,0,4,1,40,39,0
37,4,14,4,12,1,4,1,50,39,0
44,5,14,2,10,0,4,1,55,39,1
44,4,9,2,14,0,4,1,50,39,1
36,4,13,0,10,1,4,1,40,39,0
26,7,10,2,4,0,4,1,12,39,0
31,5,13,4,10,1,4,1,45,39,1
23,0,9,4,0,3,2,1,12,9,0
29,4,9,2,3,0,4,1,50,39,0
53,4,9,6,3,4,2,0,40,39,0
52,4,11,2,4,0,4,1,40,39,0
55,4,9,2,6,0,4,1,40,39,1
31,4,6,2,12,0,4,1,40,39,0
19,0,9,4,0,1,4,0,16,39,0
64,0,9,6,0,1,4,0,30,39,0
55,4,9,2,12,0,4,1,40,39,0
48,4,14,2,10,0,4,1,55,39,1
20,4,9,4,3,3,4,0,40,39,0
50,2,9,2,1,5,4,0,30,39,1
45,5,13,2,4,0,4,1,51,39,0
17,4,6,4,6,2,4,1,10,8,0
38,4,9,0,8,1,4,0,25,39,0
43,4,9,0,4,4,4,0,40,39,1
22,4,9,2,3,0,4,1,30,39,0
63,4,9,0,3,1,4,0,40,39,0
36,4,13,2,4,0,4,1,45,39,0
56,4,13,2,10,0,4,1,50,39,1
43,7,15,2,10,0,2,1,40,39,0
41,4,13,2,13,0,4,1,45,39,1
41,4,9,0,1,4,4,0,40,39,0
36,4,13,0,10,1,4,1,45,39,0
59,4,16,2,10,0,4,1,50,39,1
46,2,12,2,4,0,4,1,44,39,1
23,4,13,4,10,1,4,0,36,39,0
46,6,10,5,10,1,4,1,20,39,0
53,4,13,2,1,0,4,1,40,39,1
47,4,9,4,7,4,0,1,56,33,0
46,1,14,4,10,1,4,0,40,39,0
47,4,9,2,3,0,4,1,56,39,1
29,4,9,2,7,0,4,1,30,39,1
32,4,11,0,4,4,4,0,40,39,0
90,4,9,2,7,0,4,1,40,39,0
63,4,13,2,3,0,4,1,49,0,0
23,4,11,4,10,3,1,1,40,39,0
76,0,13,2,0,0,4,1,30,39,0
23,4,11,4,1,1,4,0,40,39,0
44,4,10,2,1,5,3,0,30,26,1
81,5,6,2,4,5,4,0,28,39,0
17,4,6,4,8,3,2,0,12,39,0
56,4,11,2,13,0,4,1,40,39,1
58,1,6,2,3,0,4,1,40,39,0
45,4,13,2,1,0,4,1,45,39,1
25,4,9,2,6,0,4,1,40,39,0
36,4,13,2,10,5,1,0,35,30,1
32,4,11,2,13,5,4,0,24,39,1
25,4,9,4,8,2,4,1,30,39,0
29,1,10,2,1,0,4,1,40,39,1
23,4,9,4,1,1,4,1,60,39,0
41,4,14,2,10,0,4,1,55,39,1
48,7,13,2,4,0,2,1,40,39,1
29,4,9,2,14,0,4,1,60,39,0
27,0,14,4,0,4,1,1,20,36,0
55,4,10,2,3,0,4,1,40,39,0
30,4,7,2,6,0,1,1,40,40,0
45,4,10,6,8,4,2,0,40,39,0
50,4,9,0,3,3,4,1,40,33,0
22,4,9,4,3,1,4,1,50,39,0
80,2,9,6,8,4,0,0,32,39,0
30,4,9,2,6,0,4,1,44,39,0
20,4,10,4,12,3,4,0,20,39,0
29,6,9,2,12,0,4,1,35,39,0
56,4,10,2,7,0,4,1,40,39,0
63,4,13,2,1,0,4,1,40,39,0
20,4,9,4,6,3,4,1,40,39,0
38,7,9,2,1,5,2,0,40,39,0
31,4,9,2,3,0,4,1,40,39,0
21,4,10,4,12,3,4,1,35,39,0
47,4,6,2,7,0,4,1,46,39,1
25,2,13,4,13,4,1,0,40,40,0
31,4,10,5,1,4,2,0,38,39,0
28,4,9,4,4,1,4,0,40,39,0
38,4,9,2,14,0,4,1,99,39,0
30,2,13,2,11,0,4,1,40,39,0
39,5,9,2,4,0,4,1,40,39,1
27,4,13,4,10,4,4,0,36,0,0
26,4,10,4,4,1,4,0,40,39,0
47,4,9,4,1,2,4,0,40,39,0
27,6,9,4,3,1,4,1,50,39,0
43,4,10,2,11,0,3,1,32,39,0
32,2,13,4,10,1,4,1,55,39,0
20,4,10,4,12,3,1,1,30,30,0
21,2,8,4,6,4,2,0,20,39,0
32,4,11,4,10,1,4,1,40,39,0
37,4,11,0,7,1,2,1,48,39,0
45,4,9,2,3,0,1,1,40,40,0
37,5,12,2,12,0,4,1,40,39,1
54,0,5,0,0,1,4,0,15,39,0
24,4,13,4,10,1,4,1,25,39,0
28,0,7,4,0,1,4,1,30,39,0
23,4,10,4,5,3,4,1,40,39,0
54,0,9,2,0,0,4,1,40,39,0
40,4,9,2,7,0,4,1,40,39,1
38,4,10,2,3,0,4,1,48,39,1
71,4,6,2,7,0,4,1,40,39,0
51,4,10,0,1,4,4,0,40,39,0
52,6,10,4,1,4,4,1,5,39,0
30,4,13,4,12,1,4,0,40,39,0
34,4,9,2,3,0,4,1,40,39,1
38,4,6,0,7,1,4,0,40,39,0
43,1,11,4,10,1,4,0,40,39,1
43,4,7,4,14,1,4,1,42,39,0
36,1,10,4,4,1,2,1,40,39,1
24,7,10,4,1,3,4,0,40,39,0
29,0,2,4,0,3,1,1,40,30,0
55,4,6,2,8,5,2,0,40,39,0
51,4,14,2,10,0,4,1,60,39,1
43,2,9,0,4,4,0,0,40,39,0
28,4,9,0,11,1,4,1,40,39,0
54,4,12,2,12,0,4,1,45,39,0
47,4,10,2,10,0,4,1,40,39,1
47,4,13,2,12,0,4,1,55,39,1
47,4,10,2,8,0,4,1,57,39,1
38,4,10,4,1,4,4,0,35,39,0
60,6,3,2,5,0,4,1,40,39,0
19,4,9,4,12,3,0,0,25,39,0
22,4,10,4,1,3,2,0,25,39,0
55,2,14,2,10,0,4,1,40,39,1
44,4,10,5,12,2,2,0,35,39,0
53,6,2,2,4,0,4,1,67,22,1
44,2,14,2,10,5,4,0,40,39,1
28,1,13,4,11,1,4,1,50,39,0
30,2,10,4,14,4,2,0,40,39,0
39,2,9,4,4,3,0,0,40,39,0
43,7,9,0,4,4,4,0,40,39,0
24,4,13,4,12,2,4,0,40,39,0
27,2,11,4,11,1,4,1,56,39,0
64,6,3,2,5,0,4,1,70,2,0
41,2,10,2,5,0,4,1,40,39,1
28,4,9,4,14,3,4,1,40,39,0
61,4,9,2,10,0,4,1,30,39,0
27,4,7,0,7,4,4,0,40,39,0
49,4,10,0,1,1,4,0,32,39,0
20,4,10,2,3,0,4,1,40,39,0
41,4,13,4,10,1,4,0,40,39,0
28,2,9,2,3,0,4,1,40,39,0
36,4,9,0,7,1,4,1,40,39,0
44,6,13,0,3,3,4,1,40,39,0
51,4,13,2,1,5,4,0,20,39,1
40,4,10,0,10,4,2,0,38,39,0
19,4,9,4,3,1,4,0,40,39,0
54,4,10,2,10,5,4,0,40,39,0
55,6,9,0,3,1,4,1,40,39,0
57,4,11,6,10,1,4,0,40,39,0
29,4,10,5,9,1,4,0,30,13,0
51,4,9,0,12,4,4,0,43,39,0
44,4,9,0,8,1,4,1,37,39,0
35,2,11,2,11,0,4,1,42,39,0
40,4,9,0,14,1,4,1,40,39,0
46,4,4,5,8,1,4,0,32,39,0
25,4,10,2,3,0,4,1,60,39,1
33,4,13,4,10,1,4,1,36,39,0
32,4,10,4,7,2,4,0,40,15,0
22,4,9,4,13,1,4,0,40,39,0
39,4,10,2,12,5,1,0,40,30,0
18,6,9,4,5,3,1,1,40,39,0
43,4,9,0,1,4,2,0,45,39,0
46,4,9,4,13,2,4,1,40,39,0
63,4,10,2,12,0,4,1,48,39,1
40,0,10,2,0,0,4,1,8,39,0
59,4,13,2,4,0,4,1,60,39,1
40,2,14,4,10,1,4,0,40,39,0
23,4,9,4,8,3,4,1,35,39,0
64,0,9,2,0,0,4,1,10,39,0
36,4,11,2,12,0,4,1,60,39,0
48,4,9,0,7,4,4,0,40,39,0
43,4,10,2,10,5,4,0,40,39,1
18,4,6,4,8,3,4,0,30,39,0
17,4,7,4,3,3,4,1,16,39,0
36,4,15,2,10,0,4,1,50,0,0
53,4,9,2,7,0,4,1,40,39,1
36,7,10,0,4,1,4,0,39,39,0
20,4,9,4,6,1,4,1,40,39,0
22,4,13,4,12,1,4,0,60,39,0
34,4,13,2,10,0,4,1,40,39,1
39,4,7,0,8,3,4,1,40,39,0
57,4,10,6,8,1,4,0,40,39,0
30,4,6,0,8,4,4,0,40,39,0
37,4,15,2,10,0,4,1,60,39,1
51,4,9,2,7,0,4,1,40,39,1
38,4,9,4,14,4,4,1,40,39,0
34,4,9,4,4,4,4,0,35,39,0
47,1,9,3,1,1,2,0,40,33,0
28,6,9,2,5,0,4,1,40,39,0
25,4,6,4,8,1,4,1,24,27,0
25,4,10,4,4,1,4,0,60,39,0
50,4,14,2,4,0,4,1,65,39,1
50,4,9,2,3,0,4,1,40,39,1
43,4,13,2,3,0,4,1,48,39,0
27,4,9,4,14,1,4,1,75,39,0
32,4,9,2,3,0,4,1,50,39,0
44,4,6,4,5,4,4,1,35,39,0
19,4,9,4,12,4,2,0,20,39,0
53,5,10,6,4,1,4,1,40,39,1
21,4,9,4,11,1,4,1,40,39,0
26,4,9,4,14,1,4,1,40,39,0
68,4,9,2,14,0,4,1,12,39,0
31,4,10,2,12,0,4,1,57,39,0
32,4,13,4,4,2,4,1,50,39,1
33,4,14,4,1,3,4,1,40,39,0
49,0,9,4,0,1,2,1,40,39,0
24,4,7,2,3,0,4,1,65,39,0
30,4,9,2,12,0,4,1,42,39,0
49,4,9,2,3,0,4,1,40,39,1
18,4,7,4,6,1,2,1,40,39,0
30,7,10,4,1,1,4,0,37,39,0
51,4,9,2,3,0,4,1,40,39,0
52,4,10,2,10,0,4,1,40,39,0
52,4,9,0,8,2,4,1,30,39,0
23,2,9,4,8,3,2,1,32,39,0
23,6,6,4,3,1,4,1,60,39,0
36,4,9,2,7,0,4,1,48,39,0
19,4,7,4,3,2,4,1,25,39,0
53,6,9,2,3,0,4,1,60,39,0
17,4,7,4,6,3,4,1,25,39,0
69,4,9,6,6,1,4,0,8,39,0
46,2,13,0,10,4,4,0,40,39,0
33,4,9,5,13,1,4,1,46,39,0
40,4,10,2,7,0,4,1,45,39,0
56,4,10,2,14,0,4,1,60,0,0
29,2,14,2,10,0,4,1,40,39,0
41,4,10,0,1,4,4,0,38,39,0
22,4,9,2,12,0,4,1,45,39,0
28,4,4,2,3,0,4,1,40,39,0
31,4,13,2,3,0,4,1,46,39,0
35,4,13,4,10,1,4,0,40,39,0
38,4,10,2,7,0,2,1,40,39,0
17,4,6,4,8,3,4,0,10,39,0
39,4,6,2,3,0,4,1,40,39,0
27,6,10,4,8,1,2,1,40,39,0
50,4,9,4,1,3,4,0,40,39,0
56,2,9,2,14,0,4,1,40,39,0
80,6,9,2,5,0,4,1,20,39,0
38,6,10,2,5,5,4,0,15,39,0
52,7,9,2,11,0,2,1,40,39,1
26,2,13,4,10,3,2,1,38,9,0
43,4,9,0,8,3,1,0,40,35,0
45,4,13,4,4,1,4,0,42,39,0
41,5,11,2,4,0,2,1,40,39,1
30,4,12,0,1,1,4,0,25,39,0
24,4,10,2,3,0,4,1,40,39,0
43,2,10,0,8,4,4,0,20,39,0
44,4,13,2,4,0,4,1,70,39,1
54,4,9,0,14,1,2,1,40,39,0
23,4,13,4,10,3,4,0,40,39,1
33,6,9,2,12,0,4,1,60,39,1
18,4,7,4,8,3,4,1,16,39,0
38,4,10,5,10,4,4,0,40,11,0
41,6,11,2,5,0,4,1,45,39,0
22,0,8,4,0,1,4,1,48,39,0
66,5,4,2,3,0,4,1,40,39,1
70,0,9,2,0,0,4,1,40,39,0
58,6,6,2,3,5,4,0,35,0,1
60,6,14,0,10,4,4,0,10,39,0
24,2,6,4,3,4,2,1,65,14,0
61,4,7,0,8,4,4,0,36,39,0
35,2,13,2,3,0,4,1,40,39,0
19,4,10,4,10,3,4,0,40,39,0
52,4,9,4,1,4,2,0,40,39,0
38,6,13,2,12,0,4,1,50,39,1
39,6,9,2,12,0,4,1,40,39,0
33,6,13,2,3,0,4,1,50,39,0
52,4,9,0,1,4,4,0,40,39,0
41,4,9,5,7,4,4,0,44,5,0
37,4,10,2,12,0,4,1,55,39,0
38,2,13,2,10,0,4,1,45,39,1
27,4,10,4,4,1,4,0,40,39,0
38,4,14,4,1,4,4,0,40,39,0
38,6,13,2,10,0,1,1,60,39,1
49,6,9,2,13,0,4,1,30,39,1
38,4,13,4,12,1,4,1,45,0,1
22,4,9,4,7,2,4,1,55,39,0
40,1,12,2,10,0,4,1,40,39,1
20,4,9,2,3,0,4,1,40,39,0
34,1,16,4,10,1,4,0,99,39,0
24,4,14,4,1,1,4,1,56,39,0
58,1,13,5,10,1,4,1,40,39,1
24,4,10,4,1,3,4,0,40,39,0
43,4,9,4,3,1,4,1,45,39,0
38,4,9,4,4,3,4,0,40,39,0
42,4,9,2,3,0,4,1,40,39,0
27,4,10,2,7,0,4,1,40,39,0
18,4,6,4,12,3,4,0,20,39,0
37,4,9,4,3,2,0,1,48,39,1
48,4,9,0,14,1,4,1,65,39,0
40,4,4,5,8,1,4,0,25,39,0
50,5,13,2,4,0,1,1,50,24,1
57,4,9,5,12,1,0,0,35,39,0
36,2,10,2,11,0,4,1,60,39,1
41,4,9,2,5,0,4,1,40,39,0
90,4,4,2,7,0,4,1,40,39,0
66,4,4,6,8,1,2,0,10,39,0
34,6,9,2,5,5,4,0,12,39,0
23,4,9,4,3,3,1,1,1,40,0
35,4,9,2,11,0,4,1,55,39,0
32,4,9,2,3,0,4,1,40,39,0
33,4,13,4,10,1,2,1,50,39,1
32,5,11,2,4,0,4,1,40,39,0
31,4,10,2,3,0,1,1,40,39,0
32,6,10,2,12,0,4,1,50,39,0
40,4,9,2,8,0,4,1,40,39,0
27,6,9,4,11,1,4,1,30,39,0
34,2,9,4,11,1,0,1,40,39,0
35,4,11,2,8,5,2,0,40,39,1
29,4,10,2,4,0,4,1,40,39,0
41,4,9,5,8,4,2,0,20,39,0
33,7,16,2,10,5,4,0,48,39,1
22,0,9,2,0,3,4,0,20,39,0
52,4,13,2,10,0,4,1,40,39,1
20,4,9,2,3,0,4,1,40,39,0
18,2,7,4,11,3,4,1,10,39,0
63,4,13,2,10,0,4,1,50,0,1
49,4,4,0,8,4,4,0,35,39,0
58,4,9,2,12,0,4,1,40,39,0
23,6,9,0,8,4,4,0,50,39,0
59,4,9,2,3,0,4,1,40,39,1
49,6,10,2,4,0,4,1,40,39,0
23,2,13,4,10,3,4,0,15,39,0
17,0,6,4,0,3,4,1,40,39,0
20,4,7,4,6,1,4,1,40,39,0
36,4,11,2,4,0,4,1,50,39,1
64,4,10,6,4,1,4,0,3,39,0
34,4,10,4,4,1,4,0,40,39,0
63,4,12,3,1,2,4,0,35,39,0
51,4,9,4,1,1,2,0,40,39,0
40,7,10,0,1,1,2,0,35,39,0
55,4,5,2,3,0,4,1,55,39,0
35,4,9,0,3,1,4,1,46,0,0
30,4,13,4,7,1,4,1,25,39,0
47,0,13,2,0,0,4,1,18,39,0
29,4,6,4,3,1,2,1,40,0,0
17,0,7,4,0,3,4,0,8,39,0
32,6,15,2,10,0,4,1,45,39,1
55,4,13,2,7,0,4,1,40,39,0
47,2,10,0,4,1,4,1,56,39,1
50,4,13,0,8,1,4,1,40,39,0
42,4,9,2,3,0,2,1,45,39,1
32,6,10,2,3,0,4,1,55,39,1
60,4,12,2,12,0,4,1,30,39,0
53,4,9,2,3,0,4,1,40,39,0
58,4,13,6,4,4,4,1,40,39,1
45,4,13,4,10,1,4,1,30,39,0
31,4,9,4,4,3,4,1,40,39,0
32,6,9,4,3,1,4,1,40,39,0
37,4,10,0,8,4,4,0,30,39,0
28,4,10,4,1,1,4,0,60,39,0
26,4,8,4,3,1,4,1,40,26,0
47,5,9,2,4,0,4,1,80,39,1
34,4,10,2,4,0,4,1,50,39,1
42,4,9,0,7,1,2,1,40,39,0
48,4,13,2,13,5,4,0,40,39,1
32,4,9,4,7,4,2,0,40,39,0
35,4,11,2,4,5,4,0,42,39,1
46,2,16,2,10,5,4,0,52,39,1
38,4,10,2,8,0,4,1,40,39,0
49,0,9,3,0,1,4,1,70,39,0
35,4,13,2,1,0,4,1,40,39,1
61,0,9,0,0,1,4,1,40,39,0
45,4,12,0,1,4,2,1,35,39,0
31,4,13,4,4,1,4,1,40,39,0
52,5,10,2,4,0,4,1,60,39,1
20,4,10,4,6,3,4,1,50,39,0
64,0,7,2,0,0,4,1,30,39,0
20,0,10,4,0,3,4,1,40,39,0
24,4,14,4,13,1,4,1,50,39,0
29,4,11,2,3,0,4,1,40,39,1
23,4,13,4,4,1,4,0,40,39,0
34,7,9,2,1,0,4,1,40,39,0
54,4,14,6,1,4,4,0,38,39,0
21,4,10,4,8,1,4,0,30,39,0
23,4,13,4,1,3,4,0,30,39,0
79,4,4,6,9,1,4,0,30,39,0
55,4,14,2,4,0,4,1,40,39,1
42,0,9,3,0,1,4,1,35,39,0
60,4,9,0,13,4,4,0,40,39,0
37,4,12,0,3,1,2,1,40,39,0
47,4,9,0,14,1,4,1,40,39,0
20,7,10,4,1,3,4,1,40,39,0
53,4,13,4,8,1,4,1,40,2,0
34,4,9,2,7,5,4,0,40,39,0
43,4,10,0,10,4,2,0,40,39,0
24,6,10,2,14,0,4,1,60,39,0
23,4,9,4,11,3,0,1,40,39,0
29,4,11,4,7,1,3,1,40,39,0
58,4,10,0,1,4,2,0,40,39,0
55,0,12,2,0,0,2,1,40,39,1
40,4,14,4,1,3,4,0,40,39,0
43,1,10,2,1,5,4,0,40,39,0
25,7,14,4,4,1,4,1,40,39,0
23,2,13,4,10,3,4,1,24,39,0
34,5,9,2,3,0,4,1,50,39,0
26,4,10,5,12,4,4,0,35,39,0
60,4,16,4,10,1,4,0,65,39,1
39,4,9,2,14,0,4,1,50,39,1
21,4,9,4,8,3,4,1,40,39,0
45,4,9,2,14,0,4,1,45,39,0
33,4,10,4,4,1,4,1,40,39,0
26,4,13,4,4,1,4,1,70,39,1
39,4,10,0,1,4,4,0,45,39,0
29,4,12,4,10,1,4,0,40,39,1
29,0,10,4,0,3,2,0,40,39,0
52,4,7,2,8,0,4,1,40,39,0
34,4,13,2,8,0,4,1,30,39,1
24,4,9,4,7,1,4,1,48,39,0
77,5,16,2,5,0,4,1,40,39,1
34,6,14,2,5,0,4,1,60,39,0
53,6,5,2,5,0,4,1,70,39,0
31,4,9,5,3,1,2,1,40,39,0
58,4,9,0,12,1,4,0,15,39,0
50,6,14,2,12,0,4,1,55,39,1
32,4,9,2,3,0,4,1,40,39,0
57,4,9,0,8,1,4,0,40,39,0
32,4,9,4,12,1,4,0,45,39,0
77,4,5,2,9,5,2,0,10,39,0
37,6,10,4,3,1,4,1,40,39,0
51,4,9,2,1,2,4,0,40,39,0
33,6,12,0,12,4,2,1,60,39,0
53,2,9,3,14,2,4,0,35,39,0
32,4,9,0,12,1,4,1,50,39,0
30,4,10,2,3,0,4,1,40,39,0
19,4,10,4,1,3,4,0,20,39,0
33,4,13,3,8,4,4,0,24,39,0
31,4,11,4,1,1,4,0,40,39,0
28,4,10,4,1,4,2,0,40,39,0
19,4,8,4,8,3,4,0,20,39,0
27,4,9,2,12,0,4,1,60,39,0
21,4,3,2,6,0,4,1,40,26,0
24,4,13,4,10,1,4,0,40,39,0
46,4,9,0,14,1,4,1,54,39,0
31,4,13,4,4,1,4,0,40,39,0
60,4,10,2,14,0,4,1,40,39,1
21,4,6,5,12,4,2,0,38,39,0
38,0,7,4,0,1,4,0,32,39,0
31,4,11,0,14,1,4,1,40,39,0
26,4,13,2,12,0,4,1,40,39,1
46,4,9,0,9,1,4,0,25,39,0
25,5,9,2,4,0,4,1,60,39,1
23,2,10,4,1,1,4,1,30,39,0
53,5,14,2,4,0,4,1,40,39,1
42,0,14,2,0,5,4,0,48,39,1
29,4,9,2,1,5,4,0,40,39,0
45,4,10,2,10,0,4,1,50,39,1
70,4,13,0,1,1,4,1,40,39,0
55,5,13,2,12,0,4,1,60,39,1
40,7,16,2,10,0,4,1,50,39,1
17,4,6,4,8,3,4,1,30,39,0
18,4,9,4,3,3,4,1,40,39,0
34,4,14,4,12,4,4,1,60,39,1
41,4,10,0,1,1,4,0,40,39,0
28,4,13,4,1,1,4,1,40,39,0
23,7,9,4,11,3,4,1,40,39,0
32,4,10,4,4,2,4,1,40,39,0
56,4,4,2,7,0,2,1,48,39,0
36,4,9,0,4,4,4,1,45,39,0
26,4,9,4,1,1,4,1,50,39,0
62,4,13,6,13,4,4,0,7,39,0
35,4,12,0,1,4,4,0,40,39,0
25,2,13,4,10,1,4,0,40,39,0
28,4,9,2,14,0,4,1,50,39,0
21,4,10,4,1,3,4,0,25,39,0
31,4,6,2,14,0,4,1,40,39,0
23,4,12,4,8,3,4,1,25,4,0
58,5,13,2,10,0,4,1,40,39,1
55,2,14,2,10,0,4,1,40,39,1
54,4,9,2,3,0,4,1,40,39,0
33,4,9,2,14,0,4,1,40,39,0
28,4,7,2,6,0,4,1,40,39,1
40,4,7,2,7,0,4,1,30,39,0
33,6,13,2,12,0,4,1,80,39,1
27,4,15,4,10,1,1,1,10,19,0
55,4,9,0,1,4,4,1,25,39,0
53,4,9,5,14,4,4,1,45,39,0
23,4,8,4,14,1,4,1,46,39,0
66,4,9,6,3,1,4,1,16,39,0
34,6,11,2,4,0,4,1,60,39,1
39,4,6,0,14,1,4,1,40,39,0
21,4,10,4,1,3,2,0,40,39,0
26,4,10,3,1,3,3,0,35,39,0
21,4,9,4,1,3,4,0,40,5,0
59,4,9,2,12,0,4,1,40,39,0
61,4,6,2,14,0,4,1,40,39,0
30,4,13,2,12,0,4,1,50,39,1
22,4,11,2,7,0,4,1,40,39,0
47,4,9,0,7,4,4,0,30,39,0
50,4,9,0,8,1,4,1,40,39,0
67,4,13,0,4,1,4,0,5,39,0
59,2,6,2,3,0,4,1,40,39,0
35,4,12,4,8,1,4,0,80,39,1
56,6,10,3,5,1,4,0,20,39,1
28,4,9,4,1,2,2,1,40,0,0
34,4,9,0,4,4,4,0,50,39,0
63,4,6,6,5,4,4,0,56,39,0
48,4,10,2,3,0,4,1,40,11,0
41,1,10,2,10,0,4,1,44,39,1
26,4,10,4,6,3,2,0,20,39,0
47,4,6,2,12,0,4,1,52,39,0
29,6,11,2,5,0,4,1,50,39,0
30,4,9,4,6,3,4,1,40,39,0
19,4,9,4,12,3,4,1,20,39,0
27,4,13,4,1,1,4,0,37,39,0
59,6,9,2,5,0,4,1,70,39,0
19,4,9,4,3,3,4,1,40,39,0
45,4,5,2,6,0,1,1,40,19,0
37,4,9,4,1,1,4,1,40,39,0
44,2,16,3,10,4,4,0,38,39,0
34,1,13,2,1,0,1,1,38,39,0
30,4,13,4,13,1,4,0,35,39,0
30,4,13,2,4,0,1,1,40,17,1
56,4,7,5,8,1,2,0,40,39,0
19,4,9,4,8,3,4,0,40,39,0
37,4,4,2,3,0,4,1,40,39,0
45,4,14,2,4,0,4,1,43,39,1
21,4,10,4,1,3,4,0,40,39,0
34,6,9,2,5,0,4,1,45,39,0
27,4,13,2,4,2,4,1,50,39,0
44,2,14,4,10,1,4,0,40,39,0
33,4,13,4,4,1,4,1,40,39,0
32,4,10,4,4,2,4,0,50,39,0
37,4,10,2,3,0,4,1,40,39,0
26,4,13,4,12,1,4,0,48,39,0
49,4,9,2,3,0,4,1,60,39,0
20,4,10,4,10,1,4,0,30,39,0
37,4,10,2,3,0,4,1,40,39,0
22,4,3,2,3,0,4,1,48,26,0
44,4,13,4,13,1,4,1,35,39,0
30,2,9,2,3,0,4,1,40,39,0
55,2,9,2,8,0,4,1,40,39,0
36,4,7,2,7,0,4,1,40,39,0
29,4,8,4,13,1,4,1,40,39,0
19,0,10,4,0,3,4,1,22,39,0
45,7,11,2,11,0,4,1,40,39,0
38,5,13,2,12,0,4,1,55,39,1
42,4,10,4,3,1,1,1,40,39,0
27,4,11,4,4,3,4,0,40,39,0
20,4,10,4,1,3,4,1,25,39,0
43,4,13,2,10,0,4,1,35,39,0
21,4,9,4,1,3,4,1,40,39,0
33,4,13,4,10,1,4,0,40,39,0
36,6,9,2,3,0,4,1,80,39,1
34,4,8,2,8,0,4,1,40,6,0
72,4,4,6,8,1,4,0,99,0,0
54,4,10,2,4,0,4,1,44,39,1
30,4,9,2,3,0,4,1,40,39,1
63,4,9,2,7,0,2,1,40,39,0
36,4,13,2,4,0,4,1,50,39,1
25,4,13,4,4,1,4,1,50,39,0
72,0,12,6,0,1,4,0,40,39,0
55,4,9,0,3,1,4,1,40,39,0
44,4,10,2,10,0,4,1,45,39,1
